ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1675435,7.42E-08,3.59E-10,-6.765577,9.95073,-8.11E-01,216547614,ANKRD16,ankyrin repeat domain 16
ILMN_1666670,7.42E-08,3.59E-10,6.765447,9.95007,6.34E-01,307344681,RBX1,ring-box 1
ILMN_1724474,7.5E-08,3.64E-10,6.76255,9.93529,9.97E-01,62953111,CARD16,caspase recruitment domain family member 16
ILMN_1738678,7.54E-08,3.68E-10,-6.760869,9.92671,-8.96E-01,NA,,
ILMN_1679417,7.55E-08,3.7E-10,-6.759699,9.92075,-5.48E-01,359751384,UPF2,UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_1851599,7.56E-08,3.72E-10,6.75872,9.91576,1.74,27878199,,
ILMN_1757406,7.58E-08,3.74E-10,6.757412,9.90909,9.7E-01,21071025,HIST1H1C,"histone cluster 1, H1c"
ILMN_1820295,7.6E-08,3.78E-10,-6.755672,9.90021,-1.07,10432759,,
ILMN_1686664,7.6E-08,3.78E-10,6.755253,9.89808,1.14,205277384,MT2A,metallothionein 2A
ILMN_2370135,7.75E-08,3.87E-10,-6.750764,9.8752,-1.02,74229006,HNRNPU,heterogeneous nuclear ribonucleoprotein U
ILMN_1731184,7.76E-08,3.9E-10,6.74965,9.86952,1.17,375493529,MELK,maternal embryonic leucine zipper kinase
ILMN_2144426,8.07E-08,4.07E-10,6.741226,9.8266,9.2E-01,21328454,HIST2H2AA3,"histone cluster 2, H2aa3"
ILMN_1700831,8.25E-08,4.18E-10,6.735815,9.79905,1.08,227499618,SLC27A2,solute carrier family 27 member 2
ILMN_1910908,8.25E-08,4.22E-10,6.734086,9.79025,1.69,13726849,,
ILMN_1751776,8.25E-08,4.22E-10,6.733976,9.78969,1.19,748821156,CKAP2L,cytoskeleton associated protein 2 like
ILMN_1668771,8.25E-08,4.23E-10,-6.733827,9.78893,-1.04,NA,,
ILMN_1766169,8.26E-08,4.25E-10,6.732757,9.78349,7.98E-01,296010898,BCAT1,branched chain amino acid transaminase 1
ILMN_1806017,8.58E-08,4.43E-10,6.724752,9.74276,3.72E-01,528078350,PSME1,proteasome activator subunit 1
ILMN_2312228,8.66E-08,4.49E-10,-6.722084,9.72919,-1.09,103472034,FUT6,fucosyltransferase 6
ILMN_2101651,8.79E-08,4.57E-10,-6.718546,9.7112,-1.01,158508475,MBTD1,mbt domain containing 1
ILMN_1682098,8.88E-08,4.64E-10,6.715709,9.69677,4.03E-01,156713440,PSMA4,proteasome subunit alpha 4
ILMN_1814281,8.89E-08,4.66E-10,6.714772,9.69201,1.03,23510353,SPC25,"SPC25, NDC80 kinetochore complex component"
ILMN_1742145,8.9E-08,4.69E-10,6.713544,9.68577,4.24E-01,134276942,ESPL1,"extra spindle pole bodies like 1, separase"
ILMN_1667199,8.9E-08,4.71E-10,6.712995,9.68298,6.42E-01,403420578,SQRDL,sulfide quinone reductase-like (yeast)
ILMN_2106265,9.3E-08,4.94E-10,-6.703667,9.63559,-8.01E-01,260763875,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1
ILMN_2414826,9.48E-08,5.05E-10,-6.699252,9.61318,-6.58E-01,66346673,VPS13A,vacuolar protein sorting 13 homolog A
ILMN_1651237,9.48E-08,5.07E-10,6.698418,9.60894,1.22,188497688,CDT1,chromatin licensing and DNA replication factor 1
ILMN_1817377,9.53E-08,5.12E-10,-6.696717,9.60031,-1.00,30853455,LOC286437,uncharacterized LOC286437
ILMN_1673804,9.57E-08,5.15E-10,-6.695295,9.59309,-5.07E-01,968121904,ZNF426,zinc finger protein 426
ILMN_1780987,9.58E-08,5.18E-10,6.694246,9.58776,3.99E-01,523498339,RFXANK,regulatory factor X associated ankyrin containing protein
ILMN_1786186,9.62E-08,5.25E-10,-6.691864,9.57568,-1.03,NA,,
ILMN_2114720,9.62E-08,5.25E-10,6.691596,9.57432,2.07,519666812,SLPI,secretory leukocyte peptidase inhibitor
ILMN_1688580,9.62E-08,5.27E-10,6.691176,9.57219,2.07,348041313,CAMP,cathelicidin antimicrobial peptide
ILMN_2096970,9.63E-08,5.29E-10,-6.690231,9.56739,-1.12,365733616,MYO3B,myosin IIIB
ILMN_1802458,9.65E-08,5.32E-10,6.689174,9.56203,7.65E-01,93588499,AGTRAP,angiotensin II receptor associated protein
ILMN_2165289,9.79E-08,5.43E-10,6.68512,9.54147,2.59,296010796,DEFA3,defensin alpha 3
ILMN_1768062,9.79E-08,5.44E-10,-6.684877,9.54024,-8.22E-01,320461535,ADK,adenosine kinase
ILMN_2301083,9.8E-08,5.46E-10,6.68407,9.53614,1.07,528524527,UBE2C,ubiquitin conjugating enzyme E2 C
ILMN_2383150,9.92E-08,5.56E-10,-6.68053,9.5182,-1.00,119220587,MCHR2,melanin concentrating hormone receptor 2
ILMN_1796949,9.92E-08,5.57E-10,6.68027,9.51688,1.14,40354199,TPX2,"TPX2, microtubule nucleation factor"
ILMN_2102721,9.92E-08,5.59E-10,6.679483,9.51289,2.67,124248515,DEFA1B,defensin alpha 1B
ILMN_1679357,1.02E-07,5.77E-10,6.67327,9.4814,2.66,296010794,DEFA1,defensin alpha 1
ILMN_1806040,1.02E-07,5.81E-10,6.671966,9.47479,1.24,186972144,TYMS,thymidylate synthetase
ILMN_1732404,1.02E-07,5.85E-10,-6.670658,9.46817,-7.69E-01,966209610,C2orf15,chromosome 2 open reading frame 15
ILMN_1805028,1.02E-07,5.86E-10,6.670259,9.46615,4.39E-01,557947995,THOC7,THO complex 7
ILMN_2164978,1.02E-07,5.87E-10,-6.670138,9.46553,-7.26E-01,315113896,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2
ILMN_2117987,1.02E-07,5.87E-10,6.670137,9.46553,7.97E-01,219842208,TFDP1,transcription factor Dp-1
ILMN_2171640,1.02E-07,5.92E-10,-6.668308,9.45626,-5.1E-01,160948609,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative)
ILMN_1691410,1.02E-07,5.93E-10,6.667965,9.45452,1.22,62953114,BAMBI,BMP and activin membrane bound inhibitor
ILMN_2212823,1.03E-07,5.97E-10,-6.666811,9.44868,-1.06,207450722,ZNF577,zinc finger protein 577
ILMN_1710740,1.04E-07,6.05E-10,6.664013,9.43451,9.96E-01,540344550,C2,complement component 2
ILMN_2106380,1.06E-07,6.2E-10,-6.659326,9.41078,-1.09,324072721,TNFSF15,tumor necrosis factor superfamily member 15
ILMN_1662640,1.07E-07,6.27E-10,6.6571,9.39952,1.04,NA,,
ILMN_2176882,1.07E-07,6.34E-10,-6.654963,9.38871,-1.05,1007379436,ZNF69,zinc finger protein 69
ILMN_2073543,1.13E-07,6.68E-10,-6.644858,9.3376,-1.02,315467862,HYPK,huntingtin interacting protein K
ILMN_2091707,1.14E-07,6.76E-10,-6.642596,9.32616,-1.25,1012282534,HYKK,hydroxylysine kinase
ILMN_1684887,1.14E-07,6.78E-10,6.64191,9.32269,7.72E-01,373838706,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1"
ILMN_2206188,1.14E-07,6.8E-10,-6.641358,9.3199,-9.16E-01,224494691,SHROOM4,shroom family member 4
ILMN_1683950,1.14E-07,6.82E-10,6.640691,9.31653,3.93E-01,23111027,SNX11,sorting nexin 11
ILMN_1681721,1.18E-07,7.12E-10,6.632307,9.27417,1.80,387849325,OASL,2'-5'-oligoadenylate synthetase like
ILMN_1791575,1.18E-07,7.15E-10,6.631663,9.27092,7.23E-01,217416377,HNRNPLL,heterogeneous nuclear ribonucleoprotein L like
ILMN_2154322,1.21E-07,7.33E-10,-6.626763,9.24618,-1.01,296011006,SEMA3E,semaphorin 3E
ILMN_1758337,1.21E-07,7.39E-10,6.625197,9.23827,4.03E-01,197383771,ZNF213,zinc finger protein 213
ILMN_1683178,1.22E-07,7.47E-10,6.62299,9.22713,6.66E-01,223671934,JAK2,Janus kinase 2
ILMN_2214997,1.25E-07,7.65E-10,-6.618282,9.20337,-4.82E-01,212276069,LRRFIP1,LRR binding FLII interacting protein 1
ILMN_1738816,1.25E-07,7.67E-10,-6.617874,9.20132,-5.77E-01,133930787,FOXO1,forkhead box O1
ILMN_1725661,1.25E-07,7.73E-10,6.61642,9.19398,2.62,296010796,DEFA3,defensin alpha 3
ILMN_1695435,1.26E-07,7.81E-10,6.614333,9.18345,1.06,NA,,
ILMN_1737211,1.26E-07,7.85E-10,-6.613417,9.17883,-7.87E-01,571330727,ZNF585A,zinc finger protein 585A
ILMN_1658748,1.31E-07,8.19E-10,-6.605057,9.13668,-4.38E-01,NA,,
ILMN_1670695,1.32E-07,8.26E-10,-6.603373,9.12819,-7.49E-01,635574576,BACH2,BTB domain and CNC homolog 2
ILMN_2381064,1.33E-07,8.32E-10,-6.601959,9.12107,-7.64E-01,560575607,TPD52,tumor protein D52
ILMN_1766045,1.33E-07,8.37E-10,6.600731,9.11488,6.02E-01,331284128,SH3GLB1,SH3 domain containing GRB2 like endophilin B1
ILMN_2078547,1.33E-07,8.4E-10,-6.599986,9.11113,-1.10,396941675,FMC1,formation of mitochondrial complex V assembly factor 1 homolog
ILMN_2106656,1.34E-07,8.49E-10,-6.598039,9.10132,-1.13,1004350212,BLZF1,basic leucine zipper nuclear factor 1
ILMN_2402629,1.36E-07,8.66E-10,6.594073,9.08134,8.12E-01,568815598,METTL9,methyltransferase like 9
ILMN_2352921,1.36E-07,8.7E-10,6.593281,9.07735,1.93,223718105,BPGM,bisphosphoglycerate mutase
ILMN_1723124,1.37E-07,8.73E-10,-6.592492,9.07338,-7.79E-01,573459782,GALK2,galactokinase 2
ILMN_1726417,1.37E-07,8.81E-10,6.590798,9.06485,5.05E-01,94421450,MRPL33,mitochondrial ribosomal protein L33
ILMN_1785703,1.37E-07,8.83E-10,-6.59026,9.06214,-1.11,749502311,LMOD3,leiomodin 3
ILMN_1802252,1.37E-07,8.87E-10,6.589517,9.0584,5.72E-01,576583510,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
ILMN_1713058,1.38E-07,8.94E-10,6.587959,9.05056,8.64E-01,165905600,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
ILMN_2190851,1.38E-07,8.98E-10,6.587098,9.04622,9.05E-01,45439320,PPID,peptidylprolyl isomerase D
ILMN_1795435,1.38E-07,8.98E-10,-6.58689,9.04518,-8.55E-01,284005413,ZNF264,zinc finger protein 264
ILMN_1684576,1.41E-07,9.22E-10,-6.581927,9.0202,-6.99E-01,NA,,
ILMN_1661519,1.41E-07,9.26E-10,-6.58104,9.01574,-8.4E-01,242117988,KIAA0408,KIAA0408
ILMN_1701216,1.42E-07,9.37E-10,-6.57873,9.00412,-5.04E-01,109698608,BANP,BTG3 associated nuclear protein
ILMN_2224907,1.42E-07,9.37E-10,-6.578712,9.00403,-5.13E-01,961525474,SMIM14,small integral membrane protein 14
ILMN_1806037,1.42E-07,9.37E-10,6.578639,9.00366,1.05,164698437,TK1,thymidine kinase 1
ILMN_2148796,1.43E-07,9.51E-10,6.575799,8.98938,9.78E-01,359718972,MND1,meiotic nuclear divisions 1
ILMN_1699575,1.43E-07,9.52E-10,-6.575589,8.98833,-1.42,606215154,PPIAL4C,peptidylprolyl isomerase A like 4C
ILMN_1659047,1.45E-07,9.65E-10,6.57283,8.97445,9.78E-01,21328454,HIST2H2AA3,"histone cluster 2, H2aa3"
ILMN_2220518,1.45E-07,9.73E-10,6.571281,8.96667,4.05E-01,38788352,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
ILMN_1672987,1.47E-07,9.85E-10,-6.568861,8.9545,-8.61E-01,NA,,
ILMN_1861916,1.47E-07,9.94E-10,-6.567107,8.94569,-6.95E-01,68286216,LOC101928370,uncharacterized LOC101928370
ILMN_1883050,1.48E-07,9.98E-10,-6.566379,8.94203,-8.98E-01,13546357,,
ILMN_1756982,1.48E-07,1E-09,6.565821,8.93922,3.8E-01,48375182,CLIC1,chloride intracellular channel 1
ILMN_1735539,1.5E-07,1.02E-09,-6.562592,8.923,-1.31,NA,,
ILMN_1914515,1.51E-07,1.03E-09,-6.559671,8.90833,-1.27,34367472,TGFBR2,transforming growth factor beta receptor 2
ILMN_1874362,1.52E-07,1.04E-09,-6.558551,8.90271,-9.48E-01,19594987,,
ILMN_1679826,1.52E-07,1.04E-09,6.557943,8.89965,1.10,262263313,CST7,cystatin F
ILMN_2350122,1.54E-07,1.06E-09,-6.554546,8.8826,-5.61E-01,574957136,TRIM13,tripartite motif containing 13
ILMN_1685365,1.54E-07,1.07E-09,-6.553351,8.87659,-7.93E-01,747811805,ZNF773,zinc finger protein 773
ILMN_1761422,1.54E-07,1.07E-09,-6.553206,8.87587,-1.31,NA,,
ILMN_1662038,1.58E-07,1.1E-09,-6.547869,8.84909,-1.18,189083833,LARGE1,LARGE xylosyl- and glucuronyltransferase 1
ILMN_1824362,1.58E-07,1.1E-09,-6.547476,8.84711,-1.36,27846495,,
ILMN_1810486,1.59E-07,1.11E-09,6.544955,8.83447,7.38E-01,222144310,RAB34,"RAB34, member RAS oncogene family"
ILMN_1802906,1.59E-07,1.11E-09,6.544713,8.83325,5.86E-01,NA,,
ILMN_1842414,1.61E-07,1.13E-09,-6.541288,8.81607,-6.76E-01,30281240,,
ILMN_1679133,1.62E-07,1.14E-09,6.539634,8.80778,7.7E-01,401709928,SERPINB1,serpin family B member 1
ILMN_1723909,1.65E-07,1.17E-09,-6.535692,8.78801,-1.15,NA,,
ILMN_2310621,1.68E-07,1.19E-09,6.531056,8.76478,3.63E-01,311893383,ATP5J2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2"
ILMN_1809495,1.75E-07,1.24E-09,6.523341,8.72613,3.39E-01,45827791,COX8A,cytochrome c oxidase subunit 8A
ILMN_2339779,1.78E-07,1.27E-09,6.519495,8.70688,2.59E-01,87159817,ATP6V1E1,ATPase H+ transporting V1 subunit E1
ILMN_1719998,1.78E-07,1.27E-09,-6.519035,8.70457,-8.49E-01,NA,,
ILMN_2059844,1.78E-07,1.28E-09,-6.517377,8.69628,-1.42,304434686,ANKRD44,ankyrin repeat domain 44
ILMN_1803194,1.82E-07,1.31E-09,6.51296,8.67417,4.33E-01,4503894,GALK1,galactokinase 1
ILMN_1743204,1.82E-07,1.31E-09,-6.512665,8.67269,-9.02E-01,153281157,DUSP8,dual specificity phosphatase 8
ILMN_2127328,1.83E-07,1.32E-09,-6.510739,8.66306,-5.51E-01,315570280,PURA,purine rich element binding protein A
ILMN_1792409,1.92E-07,1.39E-09,-6.501187,8.61529,-6.47E-01,63252911,AMOT,angiomotin
ILMN_1662587,1.92E-07,1.4E-09,-6.499935,8.60903,-6.54E-01,614458144,PNPLA7,patatin like phospholipase domain containing 7
ILMN_1710075,1.93E-07,1.41E-09,6.498295,8.60084,8.12E-01,NA,,
ILMN_2334242,1.93E-07,1.41E-09,-6.49769,8.59781,-8.16E-01,1003088834,CREB1,cAMP responsive element binding protein 1
ILMN_1786065,1.94E-07,1.42E-09,6.4964,8.59137,1.22,586798164,UHRF1,ubiquitin like with PHD and ring finger domains 1
ILMN_2288483,1.94E-07,1.43E-09,-6.495502,8.58688,-8.28E-01,612149755,CEP19,centrosomal protein 19
ILMN_1872419,1.94E-07,1.43E-09,-6.495195,8.58535,-9.77E-01,6663509,,
ILMN_1656420,1.94E-07,1.44E-09,-6.494672,8.58273,-8.79E-01,NA,,
ILMN_2371079,1.96E-07,1.45E-09,-6.492254,8.57065,-9.91E-01,258645161,HTR3A,5-hydroxytryptamine receptor 3A
ILMN_1753347,1.98E-07,1.47E-09,6.48964,8.5576,2.80,695917233,DEFA4,defensin alpha 4
ILMN_2167416,2.03E-07,1.51E-09,6.484657,8.53272,5.01E-01,303324540,MR1,"major histocompatibility complex, class I-related"
ILMN_2399016,2.11E-07,1.58E-09,-6.476303,8.49103,-5.82E-01,615276305,MMP28,matrix metallopeptidase 28
ILMN_1687864,2.16E-07,1.62E-09,-6.47075,8.46333,-4.19E-01,38016924,POP5,"POP5 homolog, ribonuclease P/MRP subunit"
ILMN_1746403,2.17E-07,1.63E-09,-6.469895,8.45907,-7.7E-01,NA,,
ILMN_1698554,2.18E-07,1.65E-09,-6.467277,8.44601,-4.16E-01,985701019,AACS,acetoacetyl-CoA synthetase
ILMN_1692225,2.18E-07,1.65E-09,6.467202,8.44564,7.4E-01,221554536,DOK3,docking protein 3
ILMN_1676016,2.22E-07,1.68E-09,-6.463608,8.42772,-1.41,NA,,
ILMN_1739645,2.22E-07,1.68E-09,6.463178,8.42558,8.88E-01,697272137,ANLN,anillin actin binding protein
ILMN_1796094,2.23E-07,1.7E-09,6.461588,8.41766,7.67E-01,188536058,CD36,CD36 molecule
ILMN_1735402,2.23E-07,1.71E-09,-6.460579,8.41263,-5.44E-01,195539365,DCAF5,DDB1 and CUL4 associated factor 5
ILMN_1714082,2.25E-07,1.72E-09,6.458917,8.40435,4.95E-01,985801723,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase
ILMN_1772156,2.25E-07,1.73E-09,-6.458191,8.40074,-8.15E-01,747811813,ERP44,endoplasmic reticulum protein 44
ILMN_1800855,2.26E-07,1.74E-09,-6.45708,8.3952,-6.51E-01,21281678,PPTC7,PTC7 protein phosphatase homolog
ILMN_1658247,2.26E-07,1.75E-09,6.455864,8.38915,1.98,992319651,OAS1,2'-5'-oligoadenylate synthetase 1
ILMN_2132599,2.26E-07,1.75E-09,6.455471,8.38719,1.80,154091031,ANKRD22,ankyrin repeat domain 22
ILMN_1759635,2.28E-07,1.77E-09,-6.453643,8.37808,-3.74E-01,150417990,CCR6,C-C motif chemokine receptor 6
ILMN_1679092,2.33E-07,1.81E-09,-6.448872,8.35433,-6.55E-01,284055299,RAB9B,"RAB9B, member RAS oncogene family"
ILMN_1703316,2.33E-07,1.82E-09,6.448398,8.35197,4.41E-01,333609238,INAFM1,InaF motif containing 1
ILMN_1783621,2.33E-07,1.82E-09,6.447612,8.34806,1.73,374429550,CMPK2,cytidine/uridine monophosphate kinase 2
ILMN_1796245,2.42E-07,1.91E-09,6.43876,8.30402,4.48E-01,58331228,DNASE2,"deoxyribonuclease 2, lysosomal"
ILMN_1786168,2.42E-07,1.91E-09,-6.438582,8.30314,-1.08,NA,,
ILMN_1709164,2.42E-07,1.91E-09,-6.438392,8.30219,-1.03,NA,,
ILMN_1757262,2.42E-07,1.92E-09,-6.437065,8.29559,-4.56E-01,209413745,ZBTB5,zinc finger and BTB domain containing 5
ILMN_1900734,2.42E-07,1.92E-09,-6.436936,8.29495,-9.45E-01,12402397,ITCH-IT1,ITCH intronic transcript 1
ILMN_1651328,2.42E-07,1.93E-09,-6.436548,8.29302,-9.56E-01,NA,,
ILMN_2255133,2.42E-07,1.93E-09,-6.436243,8.29151,-6.08E-01,148539885,BCL11A,B-cell CLL/lymphoma 11A
ILMN_1796409,2.45E-07,1.96E-09,6.433172,8.27624,1.77,87298827,C1QB,complement C1q B chain
ILMN_2146761,2.47E-07,1.98E-09,6.431199,8.26643,8.24E-01,323462197,FABP5,fatty acid binding protein 5
ILMN_1665332,2.47E-07,1.99E-09,-6.43059,8.2634,-1.08,NA,,
ILMN_2313079,2.47E-07,1.99E-09,-6.430148,8.26121,-8.31E-01,119393882,NLRP1,NLR family pyrin domain containing 1
ILMN_1734655,2.48E-07,2E-09,-6.429122,8.25611,-6.31E-01,951235547,ATG9B,autophagy related 9B
ILMN_1668526,2.51E-07,2.03E-09,-6.425919,8.24019,-8.66E-01,157787204,GVINP1,"GTPase, very large interferon inducible pseudogene 1"
ILMN_2355586,2.51E-07,2.04E-09,-6.425792,8.23956,-6.06E-01,1020158988,ATRN,attractin
ILMN_1915616,2.52E-07,2.05E-09,-6.424339,8.23235,-1.09,4509384,,
ILMN_1903077,2.55E-07,2.08E-09,-6.421819,8.21983,-7.04E-01,31673964,,
ILMN_1745374,2.56E-07,2.09E-09,6.420464,8.2131,9.44E-01,306922357,IFI35,interferon induced protein 35
ILMN_1655930,2.56E-07,2.1E-09,6.419536,8.20849,8.37E-01,155722986,ELL2,elongation factor for RNA polymerase II 2
ILMN_1907834,2.59E-07,2.13E-09,-6.41703,8.19605,-4.31E-01,10437827,,
ILMN_2188119,2.63E-07,2.17E-09,-6.413437,8.17821,-8.89E-01,1045561326,ARL 16.00,ADP ribosylation factor like GTPase 16
ILMN_1726720,2.63E-07,2.17E-09,6.413043,8.17626,8.26E-01,341865557,NUSAP1,nucleolar and spindle associated protein 1
ILMN_2117569,2.64E-07,2.19E-09,-6.411692,8.16956,-8.84E-01,12232456,EXO5,exonuclease 5
ILMN_2235745,2.64E-07,2.19E-09,-6.411492,8.16856,-9.87E-01,NA,,
ILMN_1714352,2.65E-07,2.21E-09,-6.409831,8.16032,-5.41E-01,62945416,DMWD,"dystrophia myotonica, WD repeat containing"
ILMN_1845037,2.72E-07,2.27E-09,6.404452,8.13364,8.02E-01,22658346,LOC100419583,ring finger protein 4 pseudogene
ILMN_1670302,2.74E-07,2.29E-09,6.402584,8.12438,1.15,194097329,HK3,hexokinase 3
ILMN_1691430,2.74E-07,2.3E-09,-6.401716,8.12007,-5.01E-01,387912578,GSTCD,glutathione S-transferase C-terminal domain containing
ILMN_1701854,2.74E-07,2.3E-09,6.401346,8.11824,5.44E-01,187608565,GNG5,G protein subunit gamma 5
ILMN_1677951,2.74E-07,2.31E-09,-6.400573,8.11441,-7.78E-01,68348715,AFF3,AF4/FMR2 family member 3
ILMN_1698766,2.75E-07,2.32E-09,6.399383,8.10851,4.6E-01,NA,,
ILMN_2307883,2.79E-07,2.36E-09,6.396608,8.09475,3.84E-01,311893390,ATP5J2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2"
ILMN_1668713,2.81E-07,2.38E-09,-6.394393,8.08378,-8.54E-01,211059426,GABPB2,GA binding protein transcription factor beta subunit 2
ILMN_1777439,2.81E-07,2.39E-09,-6.394109,8.08237,-7.16E-01,NA,,
ILMN_1789106,2.81E-07,2.39E-09,-6.39355,8.0796,-6.78E-01,223890233,IPP,intracisternal A particle-promoted polypeptide
ILMN_1801939,2.82E-07,2.41E-09,6.392345,8.07363,1.09,332205979,CCNB2,cyclin B2
ILMN_1683049,2.85E-07,2.44E-09,-6.38963,8.06018,-5.34E-01,NA,,
ILMN_1785268,2.86E-07,2.46E-09,6.388392,8.05405,7.6E-01,221316611,CD58,CD58 molecule
ILMN_2055310,2.9E-07,2.5E-09,-6.385186,8.03817,-8.95E-01,442796448,MBD4,"methyl-CpG binding domain 4, DNA glycosylase"
ILMN_1697793,2.91E-07,2.51E-09,-6.384275,8.03367,-8.24E-01,157388992,SYNJ2BP,synaptojanin 2 binding protein
ILMN_1790978,2.93E-07,2.53E-09,6.382494,8.02485,5.64E-01,222144225,ATG7,autophagy related 7
ILMN_2078724,2.93E-07,2.54E-09,-6.381849,8.02166,-8.59E-01,703491577,APOPT1,"apoptogenic 1, mitochondrial"
ILMN_1701621,2.94E-07,2.55E-09,6.380679,8.01586,1.06,153791312,SCO2,SCO2 cytochrome c oxidase assembly protein
ILMN_1809750,2.96E-07,2.58E-09,-6.378998,8.00754,-9.1E-01,38505160,TDRD1,tudor domain containing 1
ILMN_1658636,2.98E-07,2.6E-09,-6.37703,7.99781,-7.3E-01,56550106,MRE11A,"MRE11 homolog A, double strand break repair nuclease"
ILMN_1915783,3.11E-07,2.72E-09,-6.368287,7.95457,-1.07,30981126,,
ILMN_1779663,3.13E-07,2.75E-09,-6.366306,7.94478,-7.08E-01,269784674,TRMT2B,tRNA methyltransferase 2 homolog B
ILMN_1811410,3.14E-07,2.76E-09,6.364994,7.93829,1.65,156627564,RHAG,Rh-associated glycoprotein
ILMN_1657996,3.16E-07,2.79E-09,-6.363266,7.92975,-9.21E-01,NA,,
ILMN_2324537,3.17E-07,2.8E-09,-6.362396,7.92545,-1.01,150417994,CDC14A,cell division cycle 14A
ILMN_2262275,3.2E-07,2.84E-09,-6.359885,7.91304,-8.66E-01,574957136,TRIM13,tripartite motif containing 13
ILMN_1693287,3.23E-07,2.87E-09,6.357812,7.9028,3.48E-01,304766540,POMP,proteasome maturation protein
ILMN_1722223,3.24E-07,2.88E-09,-6.35682,7.8979,-1.38,NA,,
ILMN_1758105,3.24E-07,2.89E-09,-6.356189,7.89479,-5.97E-01,190886443,ZNF791,zinc finger protein 791
ILMN_2178775,3.24E-07,2.9E-09,-6.355683,7.89228,-7.07E-01,289547715,ZNF585B,zinc finger protein 585B
ILMN_2387303,3.26E-07,2.92E-09,-6.353872,7.88335,-5.91E-01,289547543,SHPRH,SNF2 histone linker PHD RING helicase
ILMN_1693401,3.3E-07,2.96E-09,-6.351133,7.86982,-6.47E-01,809279627,KLHL28,kelch like family member 28
ILMN_2103397,3.33E-07,3E-09,-6.348589,7.85726,-6.96E-01,221307569,ZNF234,zinc finger protein 234
ILMN_1737036,3.33E-07,3.01E-09,-6.34824,7.85554,-7.05E-01,NA,,
ILMN_1898453,3.33E-07,3.01E-09,-6.347985,7.85428,-1.20,4500184,,
ILMN_1912287,3.33E-07,3.01E-09,6.347798,7.85336,1.03,27826545,SUCNR1,succinate receptor 1
ILMN_1787529,3.36E-07,3.05E-09,6.345529,7.84216,1.20,1029201563,C3AR1,complement component 3a receptor 1
ILMN_2038778,3.38E-07,3.07E-09,6.343868,7.83397,4.87E-01,576583510,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
ILMN_2374244,3.47E-07,3.17E-09,-6.337842,7.80424,-7.64E-01,153281166,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
ILMN_1775508,3.48E-07,3.18E-09,-6.336912,7.79966,-6.79E-01,109637772,CYLD,CYLD lysine 63 deubiquitinase
ILMN_2285713,3.56E-07,3.26E-09,-6.33192,7.77505,-8.82E-01,57242803,TDP1,tyrosyl-DNA phosphodiesterase 1
ILMN_2349459,3.56E-07,3.26E-09,6.331757,7.77424,1.33,59859877,BIRC5,baculoviral IAP repeat containing 5
ILMN_2173611,3.56E-07,3.28E-09,6.331061,7.77082,1.14,83367074,MT1E,metallothionein 1E
ILMN_1769416,3.63E-07,3.35E-09,-6.32679,7.74977,-9.8E-01,291045224,TTN,titin
ILMN_1836958,3.65E-07,3.38E-09,-6.32509,7.74139,-1.03,19016714,,
ILMN_1762508,3.7E-07,3.42E-09,6.322215,7.72724,9.45E-01,754502068,C9orf72,chromosome 9 open reading frame 72
ILMN_1679195,3.73E-07,3.46E-09,6.320161,7.71712,4.51E-01,NA,,
ILMN_2054213,3.74E-07,3.48E-09,-6.319204,7.71241,-6.82E-01,283837901,MPHOSPH8,M-phase phosphoprotein 8
ILMN_1749829,3.87E-07,3.61E-09,6.311454,7.67427,1.16,226371666,DLGAP5,DLG associated protein 5
ILMN_1777564,3.87E-07,3.62E-09,6.311316,7.67359,8.18E-01,194688136,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
ILMN_2147517,3.9E-07,3.65E-09,6.309216,7.66326,7.11E-01,221316611,CD58,CD58 molecule
ILMN_1343295,3.91E-07,3.67E-09,6.308199,7.65826,5.27E-01,576583510,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
ILMN_1899317,3.91E-07,3.67E-09,-6.308126,7.6579,-1.15,27841073,,
ILMN_1870457,3.99E-07,3.76E-09,-6.303606,7.63567,-1.17,2785000,,
ILMN_1687351,3.99E-07,3.77E-09,-6.303141,7.63338,-5.29E-01,304365418,ANKRA2,ankyrin repeat family A member 2
ILMN_1759117,4E-07,3.78E-09,6.30232,7.62935,1.66,1044635692,XK,X-linked Kx blood group
ILMN_2342638,4.01E-07,3.81E-09,6.30103,7.62301,9.97E-01,319655554,ASGR2,asialoglycoprotein receptor 2
